编号,实体1,关系,实体2
2849,贾复,father,未知
6015,陈符,father,未知
4746,严武,father,严畯
4213,王离,father,未知
5610,王承[西晋],father,王湛
5339,郑崇,father,郑浑
5793,司马冲,father,司马睿
2140,丁潭,father,丁弥
885,尹大目,father,未知
1929,陈凤,father,未知
1151,杨济,father,未知
5847,樊哙,father,未知
5922,王寻,father,未知
1668,刘廙,father,未知
1270,程晓,father,程延
3295,刘兆,father,未知
5994,孔默,father,未知
1994,陈徵,father,陈佐
4116,田林,father,未知
3920,苏铄,father,未知
1286,乐详,father,未知
6102,金日磾,father,未知
2149,东方安世,father,未知
276,张肃,father,未知
1063,裴秀,father,裴潜[魏]
2380,高式,father,高慎
2591,韩蔚,father,韩寿
6074,广阳乡君,father,未知
5892,淳于意,father,未知
874,士祗,father,士燮
3065,李文,father,未知
6043,刘宏[西晋],father,刘邠
4061,孙彧,father,未知
5646,贾氏[钟繇妻],father,未知
4570,熊睦,father,未知
5242,张震[吴],father,未知
1487,荀诜,father,荀彧
6089,宋襄公,father,宋桓公
1646,公孙昭,father,未知
5079,张承[魏],father,未知
4488,夏侯劭,father,夏侯廙
3774,邵瑁,father,未知
1468,崔巨业,father,未知
5986,许式,father,许猛
2757,桓陵,father,桓嘉
6032,和鸾,father,未知
6060,孙氏[骆统妻],father,孙辅
5873,叔齐,father,未知
1407,张恭,father,未知
1623,刘梁,father,未知
6160,陆晔,father,未知
1395,郭宪,father,未知
6028,刘建[曲成侯],father,未知
5941,严君平,father,未知
3226,刘庆,father,刘炟
5055,枣腆,father,未知
5975,郭详,father,郭表
6030,张奉[王修友],father,未知
2587,韩术,father,未知
1233,夏侯子臧,father,夏侯惇
3329,卢皓,father,卢钦
5942,楚怀王,father,楚威王
4669,薛洪,father,未知
3304,刘智,father,未知
6071,刘氏[孙霸妻],father,刘基
4166,王方平,father,未知
725,州泰,father,未知
117,傅嘏,father,傅允
5623,司马氏[甄德妻],father,司马师
2522,郭猎,father,郭深
3867,司马通,father,司马防
4330,卫恒,father,卫瓘
6141,阮熙,father,未知
3642,綦毌俊,father,未知
2445,古朴,father,未知
5821,彭越,father,未知
3858,司马骏,father,司马懿
1210,夏侯衡,father,夏侯渊
2698,胡广,father,未知
2454,顾祕,father,顾悌
2007,成纪王,father,孙皓
2191,董擢,father,董君雅
4593,徐陵,father,未知
2998,李朝,father,未知
2734,华恒,father,华廙
3046,李若,father,未知
4368,文布,father,未知
4266,王伟,father,未知
1671,吕蒙同乡,father,未知
5987,刘耽,father,刘宏[西晋]
5580,张陵[魏],father,张范
5207,张宣,father,未知
4513,鲜于丹,father,未知
3207,刘良,father,未知
3852,司马瑰,father,司马孚
4913,应伦,father,未知
5649,费氏[刘璿妻],father,费祎
2686,侯音,father,未知
5614,孙盛[吴],father,未知
4174,王龚,father,未知
4621,徐元贤,father,未知
3806,施畏,father,未知
4469,夏侯本,father,未知
3488,梅敷,father,未知
5145,张林,father,张融
4271,王详,father,未知
1644,公孙琙,father,未知
5860,微子,father,未知
2786,黄定,father,未知
2602,韩肇,father,韩暨
2739,华锜,father,未知
2576,韩洪,father,韩繇
5103,张固[东汉],father,未知
4956,虞濬,father,虞松
4778,羊续,father,未知
5820,楚襄王,father,楚怀王
719,张华[西晋],father,张平
1317,注诣,father,未知
3067,李骧[起义军],father,未知
4502,夏侯佐,father,未知
1119,韦晃,father,未知
6009,廉斯鑡,father,未知
3876,司马颖,father,司马炎
3594,裴儁,father,裴茂
3370,陆云,father,陆抗
3175,刘府君,father,未知
5619,孙瑾[东汉],father,未知
2526,郭睦,father,未知
5515,诸葛攀,father,诸葛乔
5355,郑文信,father,未知
2822,霍性,father,未知
3772,邵畴,father,未知
3597,裴廓,father,裴康
5828,刘启,father,刘恒
5852,周勃,father,未知
4325,隗禧,father,未知
5686,汪昭,father,未知
6155,郑天生,father,未知
5090,张多,father,未知
1284,杜恕,father,杜畿
5961,窦太后,father,刘恒
4658,许允[蜀],father,未知
3300,刘正,father,刘放
2089,邓晨,father,未知
1866,曹瑜,father,未知
2724,护留,father,未知
3770,烧戈,father,未知
3193,刘姬,father,刘庄
3490,梅平,father,未知
3666,秦博,father,未知
4088,唐衡,father,未知
2039,褚逢,father,未知
5622,京兆公主,father,司马昭
2432,公孙阳,father,未知
5806,曹氏[荀粲妻],father,曹洪
5492,朱游,father,未知
215,马玩,father,未知
1037,楼班,father,丘力居
5797,壶寿,father,未知
3946,孙楚,father,孙宏
4058,孙英,father,孙登[吴]
3746,阮柯,father,阮炳
3860,司马亮,father,司马懿
3712,全仪,father,全绪
4891,殷兴,father,未知
2908,介象,father,未知
4445,武陔,father,武周
5208,张玄,father,张纮
5251,中山国督邮,father,未知
982,胡冲,father,胡综
5575,张奕[吴],father,未知
5885,黥布,father,未知
2142,丁谞,father,未知
5461,朱才,father,朱治
4546,谢景,father,未知
1243,张南[魏],father,未知
5014,袁平,father,袁汤
5920,子婴,father,扶苏
4064,孙越,father,孙韶
1600,陈就,father,未知
5693,吕通,father,未知
3060,李覃,father,未知
5203,张雄,father,张郃
1209,夏侯荣,father,夏侯渊
6163,张苞[董卓],father,未知
1456,李立,father,未知
5876,廉颇,father,未知
3409,吕宣,father,未知
2392,高元吕,father,未知
5698,刘晙,father,未知
3610,裴越,father,裴儁
2967,来歙,father,未知
5572,张震[张昭孙],father,张承[吴]
4730,妫览,father,未知
5943,屈原,father,未知
2691,狐忠,father,未知
1047,杜微,father,未知
6105,虞诩,father,未知
4916,应绍,father,应纯
4959,虞氏,father,未知
5276,赵谦,father,未知
802,吴纲,father,未知
6137,柳下惠,father,未知
3587,庞子夏,father,未知
149,全怿,father,全琮
4347,位宫,father,未知
3266,刘恂,father,刘禅
2560,国泰,father,国渊
1174,张俨,father,张惇
5625,刘曜[东汉],father,未知
1082,士颂,father,士燮
5924,楚庄王,father,楚穆王
2572,韩公,father,未知
137,刘靖[魏],father,刘馥
4433,吴子卿,father,未知
1844,曹文叔,father,未知
1336,孙康,father,未知
3100,廉昭,father,未知
2123,刁玄,father,未知
4538,谢夫人,father,谢煚
3244,刘伟,father,未知
1991,陈裕,father,陈祗
6061,孙氏[曹彰妻],father,孙贲
2668,贺景,father,贺齐
2556,郭芝,father,未知
2799,黄射,father,黄祖
367,孙秀[吴],father,孙泰
3197,刘景宗,father,未知
3543,能臣氐,father,未知
5202,张歆,father,未知
2408,耿临,father,未知
5937,陆贾,father,未知
5626,刘雄[刘备祖父],father,刘惠
4300,王恽,father,王肃
1391,严象,father,未知
6070,刘氏[李密祖母],father,未知
6140,董君雅,father,未知
3660,谯熙,father,谯周
4585,徐璜,father,未知
5097,张奉[蜀],father,未知
6058,孙氏[陆逊妻],father,孙策
4007,孙旅,father,孙邻
2492,毌丘宗,father,毌丘俭
3444,马普,father,未知
6125,赤松子,father,未知
4997,袁春卿,father,袁元长
2133,丁固,father,未知
5502,诸葛冲,father,诸葛绪
1157,杨欣,father,未知
5662,曹彬[曹真弟],father,曹邵
5161,张平子,father,未知
3976,孙纮,father,孙瑜
3595,裴楷,father,裴徽
2820,霍奴,father,未知
5576,张休[蜀],father,未知
2456,顾荣,father,顾裕
6054,常旹,father,常林
5143,张梁[吴],father,未知
4438,五鹿,father,未知
3719,任安,father,未知
2586,韩寿,father,未知
5928,刘武,father,刘邕
5584,张华[魏],father,未知
2243,段灼,father,未知
6031,王秘[武威人],father,未知
5687,审荣,father,未知
1450,刘何,father,未知
747,王同[乌丸],father,未知
2499,郭表,father,未知
910,乌延,father,未知
5478,朱穆,father,未知
5298,赵正,father,未知
5862,范蠡,father,未知
5713,董禧,father,未知
3681,清河长公主,father,未知
2646,何英,father,未知
5816,刘志,father,未知
232,曹训,father,曹真
4556,谢子微,father,未知
5078,张超[东汉],father,未知
2485,毌丘奥,father,毌丘宗
1273,李秉,father,李绪
4295,王彧[魏],father,未知
6044,刘宏[东汉],father,刘放
3245,刘纬台,father,未知
5400,钟豫,father,钟劭
5286,赵威孙,father,未知
4692,荀闳,father,荀谌
4314,王族,father,未知
2084,儋萌,father,未知
2329,傅畅,father,傅祗
4839,杨歆,father,杨肇
2524,郭满,father,未知
3074,李延[袁绍],father,未知
1653,孙综,father,未知
3532,沐并,father,未知
6077,左夫人,father,张布
3749,阮武,father,阮谌
5664,封谞,father,未知
2206,杜濩,father,未知
5496,朱越,father,未知
5867,苏秦,father,未知
3773,邵登,father,未知
1920,陈超,father,未知
5214,张琰,father,未知
4337,卫楷,father,卫臻
4041,孙昕,father,孙辅
5191,张尉,father,未知
6051,李肃[南郡太守],father,未知
3755,芮祉,father,未知
781,尹赏,father,未知
5824,商纣王,father,帝乙
1841,曹伟,father,未知
5557,左丞祖,father,未知
4063,孙元,father,未知
5499,朱整,father,未知
5916,夏侯婴,father,未知
4542,谢宏,father,未知
4539,谢服,father,未知
2285,费伯仁,father,未知
1081,士干,father,士燮
5071,张表,father,张松[刘璋]
3713,阙机,father,未知
1393,郗虑,father,未知
5819,吕尚,father,未知
1680,朱皇后,father,朱据
5375,置鞬落罗,father,未知
5734,尚广,father,未知
5938,郦食其,father,未知
2154,董黯,father,未知
4223,王髦,father,未知
3679,禽坚,father,未知
3121,梁元碧,father,未知
1424,左丰,father,未知
4642,许奇,father,许允[魏]
37,向秀,father,未知
5651,董和[东汉],father,未知
4020,孙羌,father,孙钟
2583,韩荣,father,未知
3945,孙承,father,孙奂
5096,张奋[魏],father,未知
5848,赵高,father,未知
2228,杜乂,father,杜锡
2134,丁君干,father,未知
5933,诸葛丰,father,未知
1325,孙虑[孙权子],father,孙权
5292,赵晔,father,未知
3159,刘琮[刘禅子],father,刘禅
3545,倪顗,father,未知
2530,郭深,father,郭奕[魏]
1989,陈永,father,陈修
731,费栈,father,未知
2357,高岱,father,未知
3441,马茂,father,未知
3083,李胤,father,未知
4315,王遵,father,未知
3952,孙璠,father,孙登[吴]
3243,刘威,father,未知
38,刘伶,father,未知
3754,芮玄,father,未知
3313,刘纂,father,未知
3593,裴徽,father,裴茂
2214,杜密,father,未知
4458,习忠,father,习祯
3234,刘石,father,未知
5484,朱损,father,朱据
6047,王双[讨吴],father,未知
1140,薛则,father,未知
1885,曹整,father,曹操
4722,荀俣,father,荀彧
3057,李合,father,未知
5949,庆忌,father,未知
4238,王虔,father,未知
1436,嵇昭,father,未知
1482,臧舜,father,臧霸
6138,盗跖,father,未知
4971,虞忠,father,虞翻
3934,孙阿,father,未知
3225,刘钦,father,未知
2508,郭都,father,郭永
1274,和洽,father,未知
6142,山曜,father,未知
1690,柏孝长,father,未知
1445,定州太守,father,未知
3887,斯从,father,未知
3135,令狐景,father,未知
5137,张俊,father,未知
1717,毕子礼,father,未知
4270,王羡,father,未知
6050,张松[魏],father,未知
2401,耿苞,father,未知
4075,琐奴,father,未知
5405,仲长,father,未知
2352,甘始,father,未知
3762,山子道,father,未知
1698,鲍丹,father,未知
3472,满长武,father,满伟
1290,丁廙,father,丁冲
5968,王起,father,未知
1128,五习,father,未知
1083,士武,father,士赐
5639,李膺[魏],father,未知
4934,于绰,father,未知
359,孙和,father,孙权
2515,郭怀,father,未知
1705,鲍雅,father,未知
496,张温[吴],father,张允[吴]
4286,王业[魏],father,王凯
2670,贺邵,father,贺景
822,文钦,father,文稷
1830,曹氏[嵇康妻],father,曹林
3387,吕琮,father,吕蒙
1700,鲍融,father,鲍邵
777,张节[魏],father,未知
5250,张咨,father,未知
2674,弘璆,father,未知
2101,邓升,father,未知
1537,韩瑶,father,韩德
938,丁斐,father,未知
5727,刘达[魏],father,未知
6139,苏轼,father,未知
455,薛莹,father,薛综
2541,郭玄信,father,郭诞[魏]
5084,张存,father,未知
348,孙登[吴],father,孙权
2238,段末波,father,未知
4519,向充,father,未知
2611,郝普,father,未知
2635,何氏,father,未知
4182,王弘直,father,未知
1280,袁霸,father,未知
2137,丁弥,father,丁固
5047,臧均,father,未知
1697,鲍初,father,未知
354,带来洞主,father,未知
4318,韦端,father,未知
2412,耿祉,father,未知
2527,郭配,father,郭缊
2453,顾礼,father,顾悌
5017,袁氏[孙奋妻],father,袁燿
2216,杜普,father,未知
6082,张氏[曹宇妻],father,张鲁
4237,王谦,father,未知
4246,王山,father,王连
3358,陆式,father,陆胤
1728,卞琳,father,卞秉
2505,郭逴,father,未知
1987,陈逸,father,陈蕃
2330,傅充,father,未知
4533,泄归泥,father,未知
6083,张氏[曹均妻],father,张绣
5012,袁滂,father,袁璋
1823,曹启,father,曹霖
1227,弓遵,father,未知
3092,李昭仪,father,未知
2151,东乡公主,father,曹丕
2880,蒋凯,father,蒋秀
5022,袁汤,father,未知
198,呼厨泉,father,未知
4779,阳逵,father,未知
406,蒋舒,father,未知
4690,荀绲,father,荀淑
3891,宋豪,father,未知
5579,张邈[魏],father,张缉
5039,苑御,father,未知
978,何曾,father,何夔
1692,班彪,father,未知
3385,吕常[东汉],father,未知
5462,朱成,father,未知
4987,爰倩,father,爰邵
6093,张氏[张鲁女],father,张鲁
1437,徐干,father,未知
3811,石德林,father,未知
3991,孙据,father,孙绰[孙暠子]
426,马遵,father,未知
5393,钟劭,father,钟演
5230,张隐,father,未知
1718,辟蹏,father,未知
402,孙仲,father,未知
4954,虞光,father,未知
4304,王湛,father,王昶
5132,张景明,father,未知
3844,梁妠,father,未知
4762,阎志,father,未知
4468,夏侯褒,father,夏侯绩
1307,向举,father,未知
5154,张毣,father,张裔
448,彻里吉,father,未知
2410,耿弇,father,耿况
898,韦曜,father,未知
1406,阎温,father,未知
4074,索靖,father,未知
4555,谢贞,father,未知
1356,诸葛亮童子,father,未知
4296,王约,father,未知
1100,万政,father,未知
1208,夏侯称,father,夏侯渊
1706,鲍永,father,鲍宣
3618,彭璆,father,未知
5525,诸葛壹,father,未知
3214,刘曼,father,刘协
4202,王恺,father,王肃
4004,孙邻,father,孙贲
1114,王业[西晋],father,未知
1523,岑璧,father,未知
4507,夏育[东汉],father,未知
3667,秦旦,father,未知
1695,鲍成,father,未知
5189,张微,father,张翼
4950,虞成,father,虞光
574,吕据,father,吕范
3596,裴康,father,裴徽
958,葛玄,father,未知
2339,傅太后,father,未知
4695,荀俭,father,荀淑
6120,吴押狱妻,father,未知
2215,杜默,father,杜友
1394,脂习,father,未知
5281,赵融[蜀],father,未知
5254,章诳,father,未知
2503,郭冲,father,郭智
4889,殷模,father,未知
2338,傅睿,father,未知
6130,朱熹,father,未知
3926,素利,father,未知
5962,曹胤,father,曹褒
4218,王灵,father,未知
1726,卞晖,father,卞兰
1934,陈恭,father,未知
3730,任氏,father,未知
600,刘劭,father,未知
5629,刘熙[刘协子],father,刘协
5613,孙熙[孙贲子],father,孙贲
3198,刘靖[匈奴王],father,未知
3310,刘子敬,father,未知
5917,卞和,father,未知
4308,王直,father,未知
4677,薛夏,father,未知
2087,得来,father,未知
5882,孟子,father,未知
2490,毌丘毅,father,未知
2029,程延,father,程昱
3056,李术,father,未知
4640,许猛,father,许允[魏]
4953,虞凤,father,虞成
3579,庞氏,father,庞羲
959,龚景,father,未知
5822,孙武,father,未知
4132,万潜,father,未知
2995,李斌,father,李翼
5509,诸葛京,father,诸葛瞻
3282,刘隐,father,未知
5136,张君,father,未知
1366,李肃[吴],father,未知
6017,华佗徒,father,未知
6144,傅允,father,傅睿
3911,苏林,father,未知
1869,曹赞[曹林子],father,曹林
3950,孙登[魏],father,未知
5390,钟离祎,father,钟离牧
3560,潘淑媛,father,未知
3216,刘瑁,father,刘焉
1694,颁下,father,未知
4521,向存,father,未知
5243,张政,father,未知
2426,公孙模,father,未知
1693,班固,father,班彪
5267,赵姬,father,未知
1173,张象,father,未知
3109,梁宣,father,未知
5741,李春香,father,未知
2451,顾济,father,顾雍
567,刘勋[魏],father,未知
4846,杨彧,father,杨潭
2022,程他,father,未知
2096,邓凯,father,未知
4970,虞预,father,未知
3586,庞曾,father,庞淯
4269,王咸,father,未知
6053,贝羽,father,未知
4090,唐盛,father,未知
940,丁谧,father,丁斐
2366,高皇后,father,未知
4738,严敬,father,未知
1088,眭元进,father,未知
1110,王沈,father,王机
4153,王冲,father,未知
5455,周札,father,周处
5650,董氏[郭永妻],father,未知
1244,季雍,father,未知
1905,常俱,father,未知
5228,张音,father,未知
2033,程咨,father,程普
2267,樊友,father,未知
1632,鲍素,father,未知
1182,郑冲,father,未知
4636,许国,father,未知
4938,于圭,father,于禁
3085,李膺[东汉],father,未知
2664,贺纯,father,未知
1576,仲长统,father,未知
5597,大懿皇后,father,王卢九
5473,朱纪,father,朱治
934,崔谅[魏],father,未知
1727,卞兰,father,卞秉
5087,张登,father,未知
5317,甄皇后,father,未知
3491,梅颐,father,未知
6094,徐庶母,father,未知
1809,曹楷[曹彰子],father,曹彰
3989,孙瑾[吴],father,孙皓
2633,何蕤,father,何劭
4454,习授,father,未知
2050,崔均,father,崔烈
2746,华彦,father,未知
2174,董卓母,father,未知
927,陈俊,father,未知
1915,陈本,father,陈矫
4190,王寄,father,未知
1305,射坚,father,未知
4917,应秀,father,应璩
5929,贾谊,father,未知
4193,王金,father,未知
364,孙峻,father,孙恭
5707,左咸,father,未知
4287,王仪,father,王修
3255,刘祥,father,刘曜[东汉]
2708,胡岐,father,胡遵
3430,马艾,father,未知
5893,伍子胥,father,伍奢
4415,吴乔,father,未知
6063,孙氏[徐真妻],father,孙钟
334,刘璝,father,未知
2275,范方,father,未知
3798,盛宪,father,未知
5379,钟皓,father,未知
894,华核,father,未知
4352,魏朗,father,未知
5392,钟离骃,father,钟离绪
5656,陈温[魏],father,陈泰
2501,郭谌,father,未知
1627,孙夏,father,未知
3737,仍弩,father,未知
1924,陈戴,father,陈佐
4148,王畅,father,王龚
3424,骆俊,father,未知
2518,郭建,father,未知
3528,缪胤,father,缪悦
5443,周术,father,未知
5306,赵宗,father,未知
1659,卫演,father,未知
1120,韦康,father,韦端
4742,严匡,father,未知
3580,庞舒,father,未知
5960,马肃,father,未知
4868,壹多杂,father,未知
5705,翟元,father,未知
4715,荀彝,father,荀昱
4446,武茂,father,武周
2252,法邈,father,法正
2483,管孝国,father,未知
2269,樊正,father,未知
3792,升迁亭公主,father,未知
2415,公沙卢,father,未知
4623,徐真,father,未知
2464,顾裕,father,顾雍
1333,穆顺[东汉],father,未知
4197,王九真,father,未知
3873,司马遗,father,司马朗
3063,李通[蜀],father,未知
3324,娄发,father,未知
1315,五梁,father,未知
2106,邓行,father,未知
1820,曹敏,father,曹均
5655,陈恂[吴],father,未知
92,孙翊,father,孙坚
5720,裴景,father,未知
2935,厥机,father,未知
1204,杨龄,father,未知
4294,王祐,father,王甫
1009,李丰[魏],father,李义
4706,荀淑,father,未知
1512,攴胡赤儿,father,未知
2955,孔宙,father,未知
5131,张景,father,未知
5866,乐毅,father,未知
1049,马延,father,未知
377,赵累,father,未知
2061,崔赞,father,未知
1958,陈球,father,未知
179,夏侯威,father,夏侯渊
451,魏攸,father,未知
3510,弥加,father,未知
4647,许慎,father,未知
2895,焦伯,father,未知
3501,孟康,father,未知
2017,程畿,father,未知
2472,管辰,father,未知
1471,华廙,father,华表
4897,尹胡,father,未知
980,何植,father,何遂
3262,刘许,father,刘放
1041,陆景,father,陆抗
1161,尹礼,father,未知
4675,薛胜,father,未知
3375,路蕃,father,未知
152,全祎,father,全绪
1683,拔奇,father,伯固
6024,冯硕,father,未知
1117,王植,father,未知
6041,刘勋[曹芳近臣],father,未知
2545,郭永,father,未知
4618,徐胤,father,未知
2850,贾洪,father,未知
1231,梁鹄,father,未知
878,孙歆,father,孙邻
3380,吕安,father,吕昭
1707,鲍子春,father,未知
5570,赵融[东汉],father,未知
2595,韩宣,father,未知
1725,卞广,father,未知
1433,焦炳,father,未知
5151,张弥,father,未知
4453,习氏[李衡妻],father,未知
1055,孟坦,father,未知
184,步玑,father,步协
1901,常雕,father,未知
318,张特,father,未知
185,步璿,father,步协
2175,董蒙,father,未知
3600,裴邈,father,未知
925,陈表,father,陈武
3229,刘尚,father,刘繇
182,步协,father,步骘
3907,苏非,father,未知
2055,崔寔,father,崔瑷
4794,杨定,father,未知
5425,周姬,father,未知
3714,阙居,father,未知
5565,左校,father,未知
5617,孙谦[孙静子],father,孙静
1739,卜贲邑,father,未知
4402,吴汉,father,未知
3961,孙暠,father,孙静
1740,卜静,father,未知
4569,邢贞,father,未知
110,麋芳,father,未知
1617,孙轻,father,未知
751,尤突,father,未知
1741,卜清,father,未知
5896,夏桀,father,未知
3896,宋奇,father,未知
5743,张韬,father,未知
3176,刘阜,father,未知
3307,刘助,father,未知
2543,郭彝,father,未知
1104,王含,father,未知
4156,王旦,father,未知
5659,曹赞[曹敏子],father,曹敏
549,张温[东汉],father,未知
3559,潘氏,father,潘濬
3269,刘延[东汉],father,刘秀
6080,张氏[钟繇妻],father,未知
2666,贺辅,father,未知
132,张允[刘表],father,未知
1535,于羝根,father,未知
5658,陈粲[蜀],father,陈祗
3202,刘孔慈,father,未知
2807,黄猗,father,未知
5407,仲姬,father,未知
2158,董岑,father,未知
3534,沐云,father,沐并
1340,王桃,father,王令公
94,曹芳,father,曹楷[曹彰子]
135,蔡中,father,未知
1807,曹均,father,曹操
4427,潘夫人,father,未知
1764,仓慈,father,未知
1793,曹干,father,曹操
1781,曹初,father,曹泰
4251,王始,father,未知
1777,曹阐,father,曹据
1769,曹褒,father,未知
2632,何邈,father,何洪
3556,潘秘,father,潘濬
1797,曹宏,father,未知
5841,刘惠,father,刘不疑
570,袁燿,father,袁术
1761,蔡颖,father,未知
1773,曹炳,father,曹熊
743,去卑,father,乌利
373,朵思大王,father,未知
1431,刘泌,father,未知
5722,潘举,father,未知
1805,曹矩,father,曹操
2326,浮云,father,未知
1086,宋谦,father,未知
2362,高躬,father,高赐
5533,祝恬,father,未知
1757,蔡条,father,蔡款
1801,曹嘉,father,曹彪
964,毌丘甸,father,毌丘俭
1287,郑浑,father,未知
281,孙桓,father,孙河
1337,刘岱[魏],father,未知
4009,孙伦,father,未知
5661,曹范[曹仁子],father,曹仁
3072,李勖,father,未知
5634,刘弘[刘备父],father,刘雄[刘备祖父]
5155,张睦,father,未知
1765,曹皑,father,曹真
2620,何定,father,未知
5660,曹楷[曹仁子],father,曹仁
3261,刘修,father,未知
1753,蔡款,father,未知
5802,曹冏[曹操族子],father,未知
1810,曹抗,father,曹均
2277,范滂,father,未知
1785,曹鼎,father,未知
3283,刘胤,father,刘理
3514,麋威,father,麋竺
4461,郤嘉,father,未知
2984,乐隐,father,未知
2660,邓绥,father,邓训
1506,殷馗,father,未知
4735,严干,father,未知
1790,曹孚,father,曹衮
6066,刘安妻,father,未知
4014,孙密,father,孙资
1834,曹铄,father,曹操
1768,曹澳,father,曹峻
1385,夏侯徽,father,夏侯尚
1126,吾粲,father,未知
4714,荀衍,father,荀淑
1791,曹辅,father,未知
525,张钧,father,未知
1881,曹棘,father,曹操
4633,许耽,father,未知
1760,蔡遗,father,未知
2442,龚禄,father,未知
2242,段昭,father,未知
5955,文种,father,未知
1758,蔡文至,father,未知
2064,大洪,father,未知
6153,贾通,father,贾玑
1986,陈祎[东汉],father,未知
1880,曹乘,father,曹操
2443,龚肃,father,未知
4189,王济,father,王浑[西晋]
2324,服虔,father,未知
1778,曹谌,father,曹抗
2854,贾模,father,贾穆
5865,管仲,father,未知
1699,鲍鸿,father,未知
1752,蔡机,father,蔡款
3923,苏愉,father,苏则
4336,卫开,father,未知
3574,庞季,father,未知
1882,曹京,father,曹操
939,丁封,father,未知
3098,栗成,father,未知
4540,谢该,father,谢瑶
3311,刘子平,father,未知
2665,贺达,father,贺齐
3023,李惠,father,未知
4836,杨嚣,father,杨修
2248,儿禅,father,未知
3575,庞乐,father,未知
138,程武,father,程昱
4810,杨骏,father,未知
1542,陈修,father,陈武
979,何桢,father,未知
1141,荀恺,father,荀霬
2862,贾胤,father,贾模
2692,胡博,father,未知
2000,陈佐,father,未知
5315,甄荣,father,甄逸
2379,高胜,father,未知
3661,谯贤,father,谯周
2388,高祥,father,未知
4681,薛州,father,未知
2195,窦茂,father,未知
4683,荀彪,father,未知
4856,姚贡,father,未知
5403,种辑,father,未知
1923,陈炽,father,未知
2875,姜隐,father,未知
4403,吴桓,father,未知
4848,杨岳,father,未知
4965,虞伟高,father,未知
5667,郭胜,father,未知
5522,诸葛显,father,诸葛攀
93,孙匡,father,孙坚
4115,田乐,father,未知
246,夏侯儒,father,未知
1556,刘虎,father,未知
2782,黄昂,father,未知
4333,卫玠,father,卫恒
5700,昌奇,father,未知
5453,周纡,father,未知
2323,扶严,father,未知
405,杨怀,father,未知
508,胡奋,father,胡遵
162,庞会,father,庞德
2681,侯声,father,未知
3239,刘太守,father,未知
5377,钟迪,father,钟皓
5463,朱宠,father,未知
5488,朱熊,father,朱据
1462,孙炎,father,未知
1034,刘延[魏],father,未知
2590,韩士元,father,未知
3126,廖式,father,未知
2816,惠衢,father,未知
5474,朱建平,father,未知
3804,施明,father,未知
1089,孙冀,father,未知
1656,公孙珩,father,未知
3061,李韬,father,李丰[魏]
2813,黄柱,father,未知
1701,鲍邵,father,鲍信
1787,曹璠,father,未知
4688,荀焘,father,荀淑
2300,封赏,father,未知
1452,李邹,father,未知
96,曹奂,father,曹宇
2346,傅著,father,傅佥
2314,冯异,father,未知
2621,何都,father,未知
457,卞喜,father,未知
5564,左思,father,未知
1638,闵纯,father,未知
5094,张方,father,张燕
2070,戴胡阿狼泥,father,未知
2959,苦蝤,father,未知
2281,范耀,father,范慎
1019,李球,father,未知
3240,刘陶[东汉],father,未知
5009,袁龙,father,未知
2312,冯熙,father,未知
3944,孙丞,father,孙慎
6002,庾亮,father,未知
5335,郑宝,father,未知
3809,石冰,father,未知
3412,吕壹,father,未知
168,牛辅,father,未知
403,阎宇,father,未知
4460,郄俭,father,未知
2402,耿鄙,father,未知
5394,钟演,father,未知
4806,杨峤,father,杨准
3366,陆祎,father,陆凯
3686,麴光,father,未知
3625,曹淑,father,曹叡
2832,吉穆,father,吉本
3785,沈弥,father,未知
3422,罗袭,father,罗宪
4210,王览,father,未知
3007,李夫人,father,未知
588,张承[吴],father,张昭[吴]
954,范强,father,未知
5037,缘城,father,未知
2200,杜长,father,未知
4243,王柔,father,未知
1072,丘建,father,未知
1299,蹇图,father,未知
345,孙綝,father,孙绰[孙暠子]
6123,李氏[马邈妻],father,未知
2756,桓邻,father,未知
5450,周异,father,未知
1099,土安,father,未知
480,刘岱[东汉],father,刘舆
519,孟达[蜀],father,孟他
5046,臧戒,father,未知
3530,缪徵,father,缪悦
710,骆统,father,骆俊
4932,酉牧,father,未知
3428,骆曜,father,未知
5119,张吉,father,未知
5800,张明,father,未知
120,刘琮[刘表子],father,刘表
1077,盛曼,father,未知
1329,王儁,father,未知
4274,王颀[东汉],father,未知
514,徐质[魏讨蜀护军],father,未知
1868,曹玉,father,未知
4229,王摩,father,未知
2825,嵇绍,father,嵇康
3912,苏马,father,未知
2375,高迁,father,未知
5328,甄毅,father,未知
3367,陆胤,father,未知
1651,公孙修,father,公孙渊
4122,田彦和,father,未知
2304,冯芳,father,未知
4875,阴丽华,father,阴陆
5728,王瓘,father,未知
4142,王誧,father,未知
3547,聂友,father,未知
2002,成当,father,未知
2094,邓静,father,未知
4201,王凯,father,未知
1629,刘林,father,刘封
5635,刘承[蜀],father,刘胤
5418,周凤,father,未知
3764,商曜,father,未知
5849,吕后,father,未知
167,董旻,father,董君雅
6126,太史慈母,father,未知
3408,吕兴,father,未知
2989,雷定,father,未知
1396,徐奕,father,未知
5019,袁嗣,father,未知
5080,张持,father,未知
4979,庾嶷,father,未知
3026,李简,father,未知
2424,公孙集,father,未知
4017,孙奇,father,未知
4622,徐原,father,未知
2239,段默,father,未知
4396,吴砀,father,未知
1964,陈声,father,未知
3058,李朔,father,未知
5129,张进,father,未知
4340,卫权,father,卫楷
754,柯吾,father,未知
