编号,实体1,关系,实体2
3425,骆禄,mate,未知
4466,夏大夫,mate,未知
4391,乌越,mate,未知
3558,潘平,mate,未知
1879,曹仲兴,mate,未知
3979,孙恢,mate,未知
4728,荀頵,mate,未知
4946,禺婉,mate,曹芳
4807,杨经,mate,未知
3465,马颙,mate,未知
3675,秦絜,mate,未知
3598,裴黎,mate,未知
3378,闾举,mate,未知
5972,范頵,mate,未知
2071,戴捷,mate,未知
2851,贾龛,mate,未知
1947,陈梁甫,mate,未知
6147,刘嘉,mate,未知
4108,滕氏,mate,吴纂
5810,李延[东汉],mate,未知
4650,许遐,mate,未知
1983,陈恂[魏],mate,未知
2306,冯焕,mate,未知
4038,孙熙[孙瑜子],mate,未知
6127,刘氏[诸葛瞻妻],mate,诸葛瞻
3191,刘涣,mate,未知
3171,刘斐,mate,未知
2704,胡敏,mate,未知
1974,陈坦,mate,未知
3799,师亮,mate,未知
5590,姚光[吴],mate,未知
3451,马适,mate,未知
4813,杨利,mate,未知
2905,解弘,mate,未知
2496,圭泰,mate,未知
4698,荀悝,mate,未知
4828,杨沈,mate,未知
6073,东乡君,mate,甄俨
3763,商升,mate,未知
5851,吕禄,mate,未知
3555,潘满,mate,未知
2309,冯谅,mate,未知
5912,刘馀,mate,未知
3948,孙耽,mate,未知
3480,毛机,mate,未知
4911,应纯,mate,未知
2771,桓禺,mate,未知
3335,卢叙,mate,未知
3143,刘宝[西晋],mate,未知
4011,孙壾,mate,未知
1895,镡粲,mate,未知
5034,袁元长,mate,未知
4816,杨髦,mate,未知
2463,顾禺,mate,未知
1970,陈叔山,mate,未知
3866,司马顺,mate,未知
3894,宋阶,mate,未知
4049,孙燿,mate,未知
3050,李申成,mate,未知
3054,李式,mate,未知
1843,曹温,mate,未知
3984,孙绩,mate,未知
4401,吴瓘,mate,未知
4969,虞永贤,mate,未知
3807,施正,mate,未知
5387,钟离盛,mate,未知
3915,苏尚,mate,未知
6100,袁氏[杨彪妻],mate,杨彪
5201,张斅,mate,未知
4886,殷巨,mate,未知
2188,董仲连,mate,未知
4568,邢友,mate,未知
4721,荀羽,mate,未知
4617,徐毅,mate,未知
3134,令狐华,mate,未知
4186,王惠阳,mate,未知
2018,程克,mate,未知
5124,张戬,mate,未知
2525,郭谋,mate,未知
1999,陈遵,mate,未知
5053,枣据,mate,未知
5316,甄绍,mate,未知
2568,韩纯,mate,未知
2745,华谞,mate,未知
3775,邵南,mate,未知
2102,邓生,mate,未知
3646,牵嘉,mate,未知
5160,张貔,mate,未知
4666,宣威王,mate,未知
3561,潘滔,mate,未知
1922,陈承祐,mate,未知
4906,尹世,mate,未知
6000,徐羡之,mate,未知
4745,严维,mate,未知
4498,夏侯陟,mate,未知
2738,华昆,mate,未知
2257,番歆,mate,未知
2968,来艳,mate,未知
2058,崔玮,mate,未知
2882,蒋秘,mate,未知
5940,司马相如,mate,未知
2411,耿晔,mate,未知
5426,周京,mate,未知
4873,乙修,mate,未知
2028,程休,mate,未知
5872,伯夷,mate,未知
3623,皮初,mate,未知
2180,董绥,mate,未知
2289,费立,mate,未知
2617,何才人,mate,未知
3589,裴纯,mate,未知
3958,孙该,mate,未知
1821,曹穆,mate,未知
2894,蒋纂,mate,未知
2836,纪玄龙,mate,未知
2758,桓虑,mate,未知
4040,孙谐,mate,未知
3356,陆叡,mate,未知
2682,侯太守,mate,未知
4214,王黎,mate,未知
6007,陈逵,mate,未知
2918,靳富,mate,未知
3664,钦志贲,mate,未知
2365,高弘,mate,未知
5834,刘建[安国侯],mate,未知
2766,桓隰,mate,未知
2833,纪孚,mate,未知
2700,胡康,mate,未知
5193,张翁归,mate,未知
5833,刘英,mate,未知
3823,史静,mate,未知
3205,刘类,mate,未知
6150,贾衍,mate,未知
4843,杨猗,mate,未知
4194,王金虎,mate,未知
3388,吕粹,mate,未知
4989,爰俞,mate,未知
2172,董经,mate,未知
5900,曾宣,mate,未知
6062,孙氏[顾邵妻],mate,顾邵
2890,蒋修,mate,未知
2298,封俌,mate,未知
4552,谢勖,mate,未知
2667,贺惠,mate,未知
2358,高诞,mate,未知
2474,管笃,mate,未知
1836,曹竦,mate,未知
2019,程良,mate,未知
4978,庾倏,mate,未知
3055,李淑才,mate,未知
2715,胡熊,mate,未知
3886,司马子舒,mate,未知
3592,裴郃,mate,未知
4037,孙晞,mate,未知
4702,荀绍,mate,未知
5984,彭仲爽,mate,未知
2975,劳精,mate,未知
2729,华博,mate,未知
2130,丁孚,mate,未知
3125,廖潜,mate,未知
3986,孙俭,mate,未知
6014,陈莅,mate,未知
2103,邓韬,mate,未知
2770,桓祐,mate,未知
2205,杜会,mate,未知
4055,孙谊,mate,未知
5969,华长骏,mate,未知
3328,卢浮,mate,未知
5385,钟离茂,mate,未知
3168,刘璠,mate,未知
4109,滕胄,mate,未知
4209,王夔,mate,宣阳乡君
5749,俞氏,mate,未知
2767,桓焉,mate,未知
5906,刘贺,mate,未知
2765,桓文林,mate,未知
3233,刘圣博,mate,未知
2717,胡奕,mate,未知
4857,姚光[东汉],mate,未知
5831,刘禄,mate,未知
4726,荀寓,mate,未知
4311,王著,mate,未知
3474,满奋,mate,未知
2476,管贡,mate,未知
2949,孔裦,mate,未知
2461,顾彦,mate,未知
5812,李固[东汉将领],mate,未知
2731,华澹,mate,未知
4829,杨舜,mate,未知
4127,铫期,mate,未知
5858,齐桓公,mate,未知
2163,董芬,mate,未知
2625,何蒋,mate,未知
2148,丁尊,mate,未知
3777,射慈,mate,未知
1861,曹壹,mate,未知
4907,尹异,mate,未知
5934,田横,mate,未知
1951,陈苗,mate,未知
2231,杜祐,mate,未知
3415,吕预,mate,未知
3590,裴绰,mate,未知
4024,孙孺,mate,未知
4719,荀愔,mate,未知
5796,甄韡,mate,未知
5388,钟离绪,mate,未知
3640,其至鞬,mate,未知
3525,缪绍,mate,未知
3160,刘粹,mate,未知
2872,姜孟颍,mate,未知
2371,高儁,mate,未知
2552,郭钊,mate,未知
3921,苏怡,mate,未知
4341,卫慎,mate,未知
5931,臧仓,mate,未知
1278,韩暨,mate,未知
1485,孙苗,mate,未知
6148,贾龚,mate,未知
6115,耿恭,mate,未知
6069,刘氏[曹爽妻],mate,曹爽
5591,杨俊[西晋],mate,未知
6008,合肥后槽,mate,未知
3918,苏氏,mate,石崇
3164,刘德然,mate,未知
3872,司马繇,mate,未知
464,刘贤[刘表],mate,未知
5954,蒯通,mate,未知
5615,孙绍[吴],mate,未知
5159,张磐,mate,未知
5706,李氏[庞德妻],mate,庞德
5069,张苞[东汉],mate,未知
2204,杜根,mate,未知
2041,淳于嘉,mate,未知
5840,刘不疑,mate,未知
4543,谢奂,mate,未知
3179,刘昶,mate,未知
1936,陈郃,mate,未知
4475,夏侯奉,mate,未知
2251,伐同,mate,未知
5631,刘靖[东汉],mate,未知
4896,尹夫人,mate,曹操
5609,王贵人[刘禅妻],mate,刘禅
3855,司马冏,mate,未知
2337,傅容,mate,未知
3529,缪悦,mate,未知
4283,王衍,mate,未知
4236,王迁,mate,未知
1225,尉仇台,mate,未知
1166,张达[蜀],mate,未知
1400,司马芝,mate,未知
5978,裴昧,mate,未知
5391,钟离意,mate,未知
3484,毛掾,mate,未知
2185,董越,mate,未知
4652,许栩,mate,未知
6113,后稷,mate,未知
1215,乐敦,mate,未知
6111,管辂舅,mate,未知
5422,周洪,mate,未知
1520,刘懿,mate,未知
855,芒中,mate,未知
5932,刘庄,mate,明德皇后
6135,夏育[周],mate,未知
6124,刘炟,mate,未知
796,张休[吴],mate,未知
3079,李义,mate,未知
6033,马平[东汉],mate,未知
4240,王乔,mate,未知
6004,陈嚣,mate,未知
5329,甄豫,mate,未知
4830,杨汰,mate,未知
6011,阮园客,mate,未知
3701,全缉,mate,未知
1603,刘康,mate,未知
5218,张怡,mate,未知
1163,虞汜,mate,未知
6003,赵彦信,mate,未知
6146,刘舒[刘虞父],mate,未知
1480,周承,mate,未知
1226,刘茂,mate,未知
6103,楚成王,mate,未知
2979,乐广,mate,未知
6056,孙氏[滕胤妻],mate,滕胤
1908,常峕,mate,未知
1003,金祎,mate,金祎妻
6046,刘贤[魏],mate,未知
6042,王浑[凉州刺史],mate,未知
2921,荆邯,mate,未知
3705,全翩,mate,未知
1451,赵庶,mate,未知
5855,刘达[东汉],mate,未知
6079,张才人,mate,曹爽
1438,应玚,mate,未知
4377,文立,mate,未知
6116,刘恒,mate,未知
1232,夏侯子江,mate,未知
2166,董和[魏],mate,未知
5869,伊尹,mate,未知
5993,顾众,mate,未知
735,士徽,mate,未知
1984,陈延[东汉],mate,未知
4035,孙伟,mate,未知
3039,李邈,mate,未知
3703,全寄,mate,未知
1032,刘寔,mate,未知
1268,曹泰,mate,未知
1613,曹节[曹操曾祖],mate,未知
6037,崔谅[西晋],mate,未知
1230,都市牛利,mate,未知
6006,张释之,mate,未知
6036,张达[魏],mate,未知
2502,郭成,mate,未知
2460,顾向,mate,未知
5654,陈延[吴],mate,未知
1650,李敏,mate,未知
4351,魏狼,mate,未知
6099,郭恩叔母,mate,未知
1374,暨艳,mate,未知
1167,张缉,mate,未知
6159,刘惔,mate,未知
4301,王赞,mate,未知
6151,贾秀玉,mate,未知
6162,羊衜[魏],mate,未知
3333,卢珽,mate,未知
2475,管馥,mate,未知
5456,周昭,mate,未知
6161,刘武[梁王],mate,未知
5397,钟邕,mate,未知
1657,郭昕,mate,未知
5611,孙邕[东汉],mate,未知
1234,夏侯充,mate,未知
1029,刘丞,mate,未知
3418,罗徽,mate,未知
5556,左奥鞬日逐王,mate,未知
4434,吴纂,mate,滕氏
39,阮咸,mate,未知
1323,臧旻,mate,未知
5977,驷勋,mate,未知
1534,信都令,mate,未知
5905,太甲,mate,未知
1643,公孙延,mate,未知
5956,左丘明,mate,未知
4892,殷祐,mate,未知
5854,唐尧,mate,未知
922,曹霖,mate,未知
4611,徐详,mate,未知
1417,裴潜[魏],mate,未知
3812,石干,mate,未知
1096,滕修,mate,未知
5948,姬鲧,mate,未知
1112,王韬,mate,未知
5244,张芝,mate,未知
5951,庞涓,mate,未知
4407,吴康,mate,未知
6035,张尚[吴],mate,未知
4424,吴应,mate,未知
5904,李离,mate,未知
3420,罗蒙,mate,未知
5043,臧艾,mate,未知
4949,虞察,mate,未知
3691,屈干,mate,未知
3949,孙德,mate,未知
1002,焦彝,mate,未知
4727,荀悦,mate,未知
5837,刘舒[祖邑侯],mate,未知
4882,殷登,mate,未知
6026,蔺相如,mate,未知
1092,孙述,mate,未知
5832,刘恋,mate,未知
2514,郭嘏,mate,未知
3086,李永,mate,未知
1472,华峤,mate,未知
948,董寻,mate,未知
4893,尹昌,mate,未知
2603,韩忠[东汉],mate,未知
1033,刘璿,mate,费氏[刘璿妻]
4984,爰敞,mate,未知
975,何姬,mate,孙和
3273,刘瑶,mate,未知
6027,刘建[千乘王],mate,未知
5838,刘谊,mate,未知
5918,楚文王,mate,未知
1031,刘俊,mate,未知
4869,壹寿,mate,未知
6064,孙氏[朱损妻],mate,朱损
5657,陈氏[曹操妾],mate,曹操
2177,董荣,mate,未知
1184,钟缙,mate,未知
3680,青牛先生,mate,未知
2722,胡纂,mate,未知
5076,张参,mate,未知
5804,曹氏[夏侯衡妻],mate,夏侯衡
1135,修允,mate,未知
5117,张姬,mate,曹丕
1030,刘范,mate,未知
4687,荀憺,mate,未知
973,韩瑛,mate,未知
2532,郭述,mate,未知
5895,夏禹,mate,未知
6106,丙吉,mate,未知
1158,杨肇,mate,未知
468,迷当,mate,未知
4592,徐琨,mate,未知
4751,严遵,mate,未知
3899,宋寿,mate,未知
6067,刘氏[毌丘俭孙女婿],mate,未知
943,董朝,mate,未知
3588,裴苞,mate,未知
6076,张美人[孙皓妻],mate,孙皓
1308,刘豹[蜀],mate,未知
5133,张靖,mate,未知
245,夏侯献,mate,未知
5830,刘昂,mate,未知
6110,胡亥,mate,未知
5001,袁宏,mate,未知
3748,阮坦,mate,未知
1655,柳远,mate,未知
4365,温生,mate,未知
4310,王忠[王修子],mate,未知
3504,孟他,mate,未知
1363,朱士行,mate,未知
3520,明山,mate,未知
4495,夏侯廙,mate,未知
5958,周襄王,mate,未知
4914,应璩,mate,未知
999,蒋石,mate,未知
6090,秦穆公,mate,未知
2923,景养,mate,未知
6078,张皇后[曹芳妻],mate,曹芳
2367,高浑,mate,未知
422,留略,mate,未知
2747,华轶,mate,未知
1398,邢颙,mate,未知
1652,宿舒,mate,未知
970,韩谧,mate,未知
2736,华缉,mate,未知
5936,师旷,mate,未知
2268,樊震,mate,未知
6081,张氏[陆抗妻],mate,陆抗
624,纶直,mate,未知
1508,韩冉,mate,未知
6057,孙氏[刘纂妻],mate,刘纂
4128,僮芝,mate,未知
6029,刘建[贞王],mate,未知
2751,桓超,mate,未知
2852,贾逵[东汉],mate,未知
6121,豫让,mate,未知
892,木鹿大王,mate,未知
3237,刘式,mate,未知
153,全纪,mate,未知
2598,韩縯,mate,未知
4479,夏侯绩,mate,未知
5825,虞舜,mate,未知
3916,苏绍,mate,未知
1042,李譔,mate,未知
1658,柳浦,mate,未知
2202,杜度,mate,未知
5857,颜回,mate,未知
4819,杨谟,mate,未知
6112,桓范子,mate,未知
1084,司马玮,mate,未知
1000,蒋显,mate,未知
2849,贾复,mate,未知
6015,陈符,mate,未知
4746,严武,mate,未知
4213,王离,mate,未知
5610,王承[西晋],mate,未知
5339,郑崇,mate,未知
5793,司马冲,mate,未知
2140,丁潭,mate,未知
885,尹大目,mate,未知
1929,陈凤,mate,未知
1151,杨济,mate,未知
5847,樊哙,mate,未知
5922,王寻,mate,未知
1668,刘廙,mate,未知
1270,程晓,mate,未知
3295,刘兆,mate,未知
5994,孔默,mate,未知
1994,陈徵,mate,未知
4116,田林,mate,未知
3920,苏铄,mate,未知
1286,乐详,mate,未知
6102,金日磾,mate,未知
2149,东方安世,mate,未知
276,张肃,mate,未知
1063,裴秀,mate,未知
2380,高式,mate,未知
2591,韩蔚,mate,未知
6074,广阳乡君,mate,卞琳
5892,淳于意,mate,未知
874,士祗,mate,未知
3065,李文,mate,未知
6043,刘宏[西晋],mate,未知
4061,孙彧,mate,未知
5646,贾氏[钟繇妻],mate,钟繇
4570,熊睦,mate,未知
5242,张震[吴],mate,未知
1487,荀诜,mate,未知
6089,宋襄公,mate,未知
1646,公孙昭,mate,未知
5079,张承[魏],mate,未知
4488,夏侯劭,mate,未知
3774,邵瑁,mate,未知
1468,崔巨业,mate,未知
5986,许式,mate,未知
2757,桓陵,mate,未知
6032,和鸾,mate,未知
6060,孙氏[骆统妻],mate,骆统
5873,叔齐,mate,未知
1407,张恭,mate,未知
1623,刘梁,mate,未知
6160,陆晔,mate,未知
1395,郭宪,mate,未知
6028,刘建[曲成侯],mate,未知
5941,严君平,mate,未知
3226,刘庆,mate,未知
5055,枣腆,mate,未知
5975,郭详,mate,未知
6030,张奉[王修友],mate,未知
2587,韩术,mate,未知
1233,夏侯子臧,mate,未知
3329,卢皓,mate,未知
5942,楚怀王,mate,未知
4669,薛洪,mate,未知
3304,刘智,mate,未知
6071,刘氏[孙霸妻],mate,孙霸
4166,王方平,mate,未知
725,州泰,mate,未知
117,傅嘏,mate,未知
5623,司马氏[甄德妻],mate,甄德
2522,郭猎,mate,未知
3867,司马通,mate,未知
4330,卫恒,mate,未知
6141,阮熙,mate,未知
3642,綦毌俊,mate,未知
2445,古朴,mate,未知
5821,彭越,mate,未知
3858,司马骏,mate,未知
1210,夏侯衡,mate,曹氏[夏侯衡妻]
2698,胡广,mate,未知
2454,顾祕,mate,未知
2007,成纪王,mate,未知
2191,董擢,mate,未知
4593,徐陵,mate,未知
2998,李朝,mate,未知
2734,华恒,mate,未知
3046,李若,mate,未知
4368,文布,mate,未知
4266,王伟,mate,未知
1671,吕蒙同乡,mate,未知
5987,刘耽,mate,未知
5580,张陵[魏],mate,未知
5207,张宣,mate,未知
4513,鲜于丹,mate,未知
3207,刘良,mate,未知
3852,司马瑰,mate,未知
4913,应伦,mate,未知
5649,费氏[刘璿妻],mate,刘璿
2686,侯音,mate,未知
5614,孙盛[吴],mate,未知
4174,王龚,mate,未知
4621,徐元贤,mate,未知
3806,施畏,mate,未知
4469,夏侯本,mate,未知
3488,梅敷,mate,未知
5145,张林,mate,未知
4271,王详,mate,未知
1644,公孙琙,mate,未知
5860,微子,mate,未知
2786,黄定,mate,未知
2602,韩肇,mate,未知
2739,华锜,mate,未知
2576,韩洪,mate,未知
5103,张固[东汉],mate,未知
4956,虞濬,mate,未知
4778,羊续,mate,未知
5820,楚襄王,mate,未知
719,张华[西晋],mate,未知
1317,注诣,mate,未知
3067,李骧[起义军],mate,未知
4502,夏侯佐,mate,未知
1119,韦晃,mate,未知
6009,廉斯鑡,mate,未知
3876,司马颖,mate,未知
3594,裴儁,mate,未知
3370,陆云,mate,未知
3175,刘府君,mate,未知
5619,孙瑾[东汉],mate,未知
2526,郭睦,mate,未知
5515,诸葛攀,mate,未知
5355,郑文信,mate,未知
2822,霍性,mate,未知
3772,邵畴,mate,未知
3597,裴廓,mate,未知
5828,刘启,mate,未知
5852,周勃,mate,未知
4325,隗禧,mate,未知
5686,汪昭,mate,未知
6155,郑天生,mate,未知
5090,张多,mate,未知
1284,杜恕,mate,未知
5961,窦太后,mate,未知
4658,许允[蜀],mate,未知
3300,刘正,mate,未知
2089,邓晨,mate,未知
1866,曹瑜,mate,未知
2724,护留,mate,未知
3770,烧戈,mate,未知
3193,刘姬,mate,曹操
3490,梅平,mate,未知
3666,秦博,mate,未知
4088,唐衡,mate,未知
2039,褚逢,mate,未知
5622,京兆公主,mate,甄德
2432,公孙阳,mate,未知
5806,曹氏[荀粲妻],mate,荀粲
5492,朱游,mate,未知
215,马玩,mate,未知
1037,楼班,mate,未知
5797,壶寿,mate,未知
3946,孙楚,mate,未知
4058,孙英,mate,未知
3746,阮柯,mate,未知
3860,司马亮,mate,未知
3712,全仪,mate,未知
4891,殷兴,mate,未知
2908,介象,mate,未知
4445,武陔,mate,未知
5208,张玄,mate,未知
5251,中山国督邮,mate,未知
982,胡冲,mate,未知
5575,张奕[吴],mate,未知
5885,黥布,mate,未知
2142,丁谞,mate,未知
5461,朱才,mate,未知
4546,谢景,mate,未知
1243,张南[魏],mate,未知
5014,袁平,mate,未知
5920,子婴,mate,未知
4064,孙越,mate,未知
1600,陈就,mate,未知
5693,吕通,mate,未知
3060,李覃,mate,未知
5203,张雄,mate,未知
1209,夏侯荣,mate,未知
6163,张苞[董卓],mate,未知
1456,李立,mate,未知
5876,廉颇,mate,未知
3409,吕宣,mate,未知
2392,高元吕,mate,未知
5698,刘晙,mate,未知
3610,裴越,mate,未知
2967,来歙,mate,未知
5572,张震[张昭孙],mate,未知
4730,妫览,mate,未知
5943,屈原,mate,未知
2691,狐忠,mate,未知
1047,杜微,mate,未知
6105,虞诩,mate,未知
4916,应绍,mate,未知
4959,虞氏,mate,曹叡
5276,赵谦,mate,未知
802,吴纲,mate,未知
6137,柳下惠,mate,未知
3587,庞子夏,mate,赵娥
149,全怿,mate,未知
4347,位宫,mate,未知
3266,刘恂,mate,未知
2560,国泰,mate,未知
1174,张俨,mate,未知
5625,刘曜[东汉],mate,未知
1082,士颂,mate,未知
5924,楚庄王,mate,未知
2572,韩公,mate,未知
137,刘靖[魏],mate,未知
4433,吴子卿,mate,未知
1844,曹文叔,mate,夏侯令女
1336,孙康,mate,未知
3100,廉昭,mate,未知
2123,刁玄,mate,未知
4538,谢夫人,mate,孙权
3244,刘伟,mate,未知
1991,陈裕,mate,未知
6061,孙氏[曹彰妻],mate,曹彰
2668,贺景,mate,未知
2556,郭芝,mate,未知
2799,黄射,mate,未知
367,孙秀[吴],mate,未知
3197,刘景宗,mate,未知
3543,能臣氐,mate,未知
5202,张歆,mate,未知
2408,耿临,mate,未知
5937,陆贾,mate,未知
5626,刘雄[刘备祖父],mate,未知
4300,王恽,mate,未知
1391,严象,mate,未知
6070,刘氏[李密祖母],mate,未知
6140,董君雅,mate,池阳君
6140,董君雅,mate,董卓母
3660,谯熙,mate,未知
4585,徐璜,mate,未知
5097,张奉[蜀],mate,未知
6058,孙氏[陆逊妻],mate,陆逊
4007,孙旅,mate,未知
2492,毌丘宗,mate,未知
3444,马普,mate,未知
6125,赤松子,mate,未知
4997,袁春卿,mate,未知
2133,丁固,mate,未知
5502,诸葛冲,mate,未知
1157,杨欣,mate,未知
5662,曹彬[曹真弟],mate,未知
5161,张平子,mate,未知
3976,孙纮,mate,未知
3595,裴楷,mate,未知
2820,霍奴,mate,未知
5576,张休[蜀],mate,未知
2456,顾荣,mate,未知
6054,常旹,mate,未知
5143,张梁[吴],mate,未知
4438,五鹿,mate,未知
3719,任安,mate,未知
2586,韩寿,mate,贾氏[韩寿妻]
5928,刘武,mate,未知
5584,张华[魏],mate,未知
2243,段灼,mate,未知
6031,王秘[武威人],mate,未知
5687,审荣,mate,未知
1450,刘何,mate,未知
747,王同[乌丸],mate,未知
2499,郭表,mate,未知
910,乌延,mate,未知
5478,朱穆,mate,未知
5298,赵正,mate,未知
5862,范蠡,mate,未知
5713,董禧,mate,未知
3681,清河长公主,mate,夏侯楙
2646,何英,mate,未知
5816,刘志,mate,未知
232,曹训,mate,未知
4556,谢子微,mate,未知
5078,张超[东汉],mate,未知
2485,毌丘奥,mate,未知
1273,李秉,mate,未知
4295,王彧[魏],mate,未知
6044,刘宏[东汉],mate,未知
3245,刘纬台,mate,未知
5400,钟豫,mate,未知
5286,赵威孙,mate,未知
4692,荀闳,mate,未知
4314,王族,mate,未知
2084,儋萌,mate,未知
2329,傅畅,mate,未知
4839,杨歆,mate,未知
2524,郭满,mate,郃阳君
3074,李延[袁绍],mate,未知
1653,孙综,mate,未知
3532,沐并,mate,未知
6077,左夫人,mate,孙皓
6077,左夫人,mate,冯纯
3749,阮武,mate,未知
5664,封谞,mate,未知
2206,杜濩,mate,未知
5496,朱越,mate,未知
5867,苏秦,mate,未知
3773,邵登,mate,未知
1920,陈超,mate,未知
5214,张琰,mate,未知
4337,卫楷,mate,未知
4041,孙昕,mate,未知
5191,张尉,mate,未知
6051,李肃[南郡太守],mate,未知
3755,芮祉,mate,未知
781,尹赏,mate,未知
5824,商纣王,mate,未知
1841,曹伟,mate,未知
5557,左丞祖,mate,未知
4063,孙元,mate,未知
5499,朱整,mate,未知
5916,夏侯婴,mate,未知
4542,谢宏,mate,未知
4539,谢服,mate,未知
2285,费伯仁,mate,未知
